Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition,SaleStatus
134,20,RL,6853,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,BrkFace,136,1296,0,0,1296,1,0,2,0,2,1,Attchd,2001,Fin,2,471,Normal,SoldFast
135,20,RL,10335,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,None,0,1721,0,0,1721,0,0,2,1,3,1,Attchd,1968,RFn,2,440,Normal,SoldSlow
136,20,RL,10400,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,BrkFace,288,1682,0,0,1682,0,0,2,0,3,1,Attchd,1970,Unf,2,530,Normal,SoldFast
137,20,RL,10355,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,BrkFace,196,1214,0,0,1214,0,0,2,0,3,1,Attchd,1967,RFn,1,318,Normal,SoldSlow
138,90,RL,11070,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,BrkFace,70,1959,0,0,1959,0,0,3,0,5,2,2Types,1989,Unf,3,766,Family,SoldFast
139,60,RL,9066,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,BrkFace,320,1004,848,0,1852,0,0,2,1,3,1,Attchd,1999,Fin,3,660,Normal,SoldFast
140,60,RL,15426,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,None,0,928,836,0,1764,1,0,2,1,3,1,Attchd,1997,RFn,2,470,Normal,SoldFast
141,20,RL,10500,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,None,0,864,0,0,864,0,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
142,20,RL,11645,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,None,0,1734,0,0,1734,1,0,2,0,3,1,Attchd,2005,Fin,2,660,Normal,SoldFast
143,50,RL,8520,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,None,0,910,475,0,1385,0,0,2,0,4,1,Detchd,2000,Unf,2,720,Normal,SoldSlow
144,20,RL,10335,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,BrkFace,183,1501,0,0,1501,1,0,2,0,3,1,Attchd,1999,RFn,2,577,Normal,SoldFast
145,90,RM,9100,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,BrkFace,336,1728,0,0,1728,1,0,2,0,6,2,Detchd,1963,Unf,2,504,Abnorml,SoldSlow
146,160,RM,2522,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,Stone,50,970,739,0,1709,0,0,2,0,3,1,Detchd,2004,Unf,2,380,Normal,SoldSlow
147,30,RM,6120,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,None,0,875,0,0,875,1,0,1,0,2,1,Detchd,1931,Unf,1,180,Normal,SoldSlow
148,60,RL,9505,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,BrkFace,180,884,1151,0,2035,0,0,2,1,3,1,BuiltIn,2001,Fin,2,434,Normal,SoldFast
149,20,RL,7500,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,BrkFace,120,1080,0,0,1080,1,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldFast
150,50,RM,6240,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,None,0,896,448,0,1344,0,0,1,0,3,1,Detchd,1936,Unf,1,240,Normal,SoldSlow
151,20,RL,10356,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,None,0,969,0,0,969,0,0,1,1,3,1,Attchd,1975,Unf,2,440,Normal,SoldSlow
152,20,RL,13891,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,Stone,436,1710,0,0,1710,1,0,2,0,2,1,Attchd,2007,RFn,3,866,Partial,SoldFast
153,60,RL,14803,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,BrkFace,252,1097,896,0,1993,0,0,2,1,4,1,Attchd,1971,RFn,2,495,Normal,SoldSlow
154,20,RL,13500,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,None,0,1252,0,0,1252,1,0,1,0,1,1,Attchd,1960,RFn,2,564,Normal,SoldFast
155,30,RM,11340,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,None,0,1200,0,0,1200,0,0,1,0,4,1,Detchd,1923,Unf,1,312,Family,SoldFast
156,50,RL,9600,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,None,0,572,524,0,1096,0,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldFast
157,20,RL,7200,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,None,0,1040,0,0,1040,0,0,1,0,2,1,Detchd,1950,Unf,2,625,Normal,SoldSlow
158,60,RL,12003,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,BrkFace,84,774,1194,0,1968,0,0,2,1,4,1,BuiltIn,2009,Fin,3,680,Partial,SoldFast
159,60,FV,12552,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,None,0,991,956,0,1947,0,0,2,1,3,1,Attchd,2004,RFn,2,678,Normal,SoldFast
160,60,RL,19378,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,BrkFace,456,1392,1070,0,2462,1,0,2,1,4,1,Attchd,2006,RFn,2,576,Partial,SoldSlow
161,20,RL,11120,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,None,0,1232,0,0,1232,0,0,2,0,3,1,Attchd,1984,Unf,2,516,Normal,SoldFast
162,60,RL,13688,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,BrkFace,664,1572,1096,0,2668,1,0,2,1,3,1,BuiltIn,2003,Fin,3,726,Normal,SoldFast
163,20,RL,12182,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,BrkFace,226,1541,0,0,1541,0,0,2,0,3,1,Attchd,2005,RFn,2,532,Partial,SoldFast
164,45,RL,5500,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,None,0,882,0,0,882,0,0,1,0,1,1,NA,NA,NA,0,0,Normal,SoldSlow
165,40,RM,5400,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,None,0,1149,467,0,1616,0,0,2,0,3,1,Detchd,1926,Unf,1,216,Normal,SoldFast
166,190,RL,10106,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,None,0,808,547,0,1355,1,0,2,0,4,2,NA,NA,NA,0,0,Normal,SoldSlow
167,20,RL,10708,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,None,0,1867,0,0,1867,1,0,1,0,2,1,Attchd,1955,Fin,1,303,Normal,SoldSlow
168,60,RL,10562,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,Stone,300,1610,551,0,2161,1,0,1,1,3,1,Attchd,2007,Fin,3,789,Partial,SoldFast
169,60,RL,8244,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,None,0,840,880,0,1720,0,0,2,1,3,1,Attchd,2004,Fin,2,440,Normal,SoldFast
170,20,RL,16669,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,BrkFace,653,1707,0,0,1707,0,0,2,1,2,1,Attchd,1981,RFn,2,511,Normal,SoldFast
171,50,RM,12358,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,None,0,854,0,528,1382,0,0,1,1,2,1,Detchd,1991,Unf,2,660,Normal,SoldSlow
172,20,RL,31770,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,Stone,112,1656,0,0,1656,1,0,1,0,3,1,Attchd,1960,Fin,2,528,Normal,SoldFast
173,160,RL,5306,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,None,0,1064,703,0,1767,1,0,2,0,2,1,Attchd,1987,RFn,2,504,Normal,SoldFast
174,20,RL,10197,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,BrkCmn,491,1362,0,0,1362,1,0,1,1,3,1,Attchd,1961,Unf,2,504,Normal,SoldFast
175,20,RL,12416,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,Stone,132,1651,0,0,1651,1,0,2,0,3,1,Attchd,1986,Fin,2,616,Normal,SoldFast
176,20,RL,12615,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,None,0,2158,0,0,2158,1,0,2,0,4,1,Attchd,1950,Unf,2,576,Normal,SoldSlow
177,60,RL,10029,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,BrkFace,268,1164,896,0,2060,0,1,2,1,4,1,Attchd,1988,Unf,2,521,Normal,SoldSlow
178,50,RL,13650,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,None,0,1252,668,0,1920,1,0,2,0,4,1,Attchd,1958,Unf,2,451,Normal,SoldSlow
179,20,RL,17423,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stone,748,2234,0,0,2234,1,0,2,0,1,1,Attchd,2009,Fin,3,1166,Partial,SoldFast
180,30,RM,8520,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,None,0,968,0,0,968,0,0,1,0,2,1,Detchd,1935,Unf,2,480,Normal,SoldSlow
181,160,FV,2117,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,BrkFace,456,769,756,0,1525,0,0,2,1,3,1,Detchd,2000,Unf,2,440,Normal,SoldSlow
182,70,RL,7588,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,None,0,901,901,0,1802,0,0,1,1,4,1,Detchd,1920,Unf,1,216,Normal,SoldFast
183,20,RL,9060,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,BrkFace,98,1340,0,0,1340,0,0,1,0,3,1,Attchd,1957,RFn,1,252,Normal,SoldSlow
184,50,RM,11426,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,None,0,1362,720,0,2082,0,0,2,1,3,1,Detchd,2003,Unf,2,484,Normal,SoldFast
185,50,RL,7438,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,None,0,936,316,0,1252,0,0,1,0,3,1,Attchd,1986,Unf,2,576,Normal,SoldSlow
186,75,RM,22950,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,None,0,1518,1518,572,3608,0,0,2,1,4,1,Detchd,1993,Unf,3,840,Normal,SoldSlow
187,80,RL,9947,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,None,0,1217,0,0,1217,1,0,2,0,3,1,Attchd,1990,Unf,2,497,Normal,SoldFast
188,50,RL,10410,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,None,0,808,704,144,1656,0,0,2,1,3,1,Detchd,1916,Unf,1,180,Normal,SoldSlow
189,90,RL,7018,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,Stone,275,1224,0,0,1224,2,0,0,2,2,2,Detchd,1979,Unf,2,528,Alloca,NotSold
190,120,RL,4923,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,None,0,1593,0,0,1593,1,0,1,1,0,1,Attchd,2001,Fin,2,682,Normal,SoldFast
191,70,RL,10570,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,None,0,1549,1178,0,2727,0,0,2,1,3,1,Detchd,1932,Unf,2,440,Normal,SoldSlow
192,60,RL,7472,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,BrkFace,138,725,754,0,1479,1,0,1,1,4,1,Attchd,1972,Fin,2,484,Normal,SoldFast
193,20,RL,9017,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,None,0,1431,0,0,1431,1,0,2,0,3,1,Attchd,1999,Fin,2,666,Normal,SoldFast
194,160,RM,2522,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,Stone,50,970,739,0,1709,0,0,2,0,3,1,Detchd,2004,Unf,2,380,Normal,SoldFast
195,20,RL,7180,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,None,0,864,0,0,864,0,0,1,0,3,1,Detchd,1989,Unf,1,352,Normal,SoldSlow
196,160,RL,2280,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,None,0,855,601,0,1456,0,0,2,1,3,1,Attchd,1976,Unf,2,440,Normal,SoldSlow
197,20,RL,9416,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,Stone,205,1726,0,0,1726,1,0,2,0,3,1,Attchd,2007,Fin,3,786,Partial,SoldFast
198,75,RL,25419,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,None,0,1360,1360,392,3112,1,1,2,0,4,1,Detchd,1918,Unf,2,795,Abnorml,SoldSlow
199,75,RM,5520,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,None,0,929,929,371,2229,0,0,1,0,5,1,NA,NA,NA,0,0,Abnorml,SoldSlow
200,20,RL,9591,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,BrkFace,262,1713,0,0,1713,1,0,2,0,3,1,Attchd,2004,Fin,3,856,Normal,SoldFast
201,20,RM,8546,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,None,0,1121,0,0,1121,0,0,2,0,2,1,Attchd,2003,RFn,2,440,Normal,SoldSlow
202,20,RL,10125,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,None,0,1279,0,0,1279,0,1,2,0,3,1,Detchd,1980,Unf,2,473,Normal,SoldFast
203,50,RL,7000,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,None,0,865,445,0,1310,0,0,2,0,2,1,Attchd,1924,Unf,1,398,Normal,SoldFast
204,120,RM,4438,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,BrkFace,205,848,0,0,848,1,0,1,0,1,1,Attchd,2004,RFn,2,420,Normal,SoldSlow
205,50,RM,3500,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,None,0,720,564,0,1284,0,0,1,1,2,1,Detchd,1948,Unf,1,240,Normal,SoldSlow
206,20,RL,11851,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,None,0,1442,0,0,1442,0,0,2,0,3,1,Attchd,1990,RFn,2,500,Normal,SoldFast
207,20,RL,13673,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,None,0,1696,0,0,1696,0,0,1,1,3,1,Attchd,1962,RFn,1,349,Normal,SoldSlow
208,20,RL,12493,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,None,0,1100,0,0,1100,1,0,1,0,3,1,Attchd,1960,RFn,1,312,Normal,SoldSlow
209,60,RL,14364,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,BrkFace,128,1180,882,0,2062,1,0,2,1,3,1,Attchd,1988,Fin,2,454,Normal,SoldFast
210,20,RL,8250,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,Stone,260,1092,0,0,1092,1,0,1,0,3,1,Attchd,1964,RFn,2,504,Normal,SoldFast
211,30,RL,5604,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,None,0,864,0,0,864,1,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
212,20,RL,10420,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,None,0,1212,0,0,1212,0,0,2,0,3,1,Attchd,2009,RFn,2,460,Normal,SoldFast
213,60,FV,8640,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,None,0,932,920,0,1852,1,0,2,1,3,1,Attchd,2009,RFn,2,644,Partial,SoldFast
214,20,RL,13568,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,None,0,990,0,0,990,0,1,1,0,3,1,Attchd,1996,Unf,2,576,Normal,SoldSlow
215,60,RL,10900,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,BrkFace,153,689,703,0,1392,0,0,1,1,3,1,Attchd,1977,Fin,1,299,Normal,SoldFast
216,20,RL,10011,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,BrkFace,64,1236,0,0,1236,0,1,1,0,2,1,Attchd,1957,Unf,1,447,Normal,SoldSlow
217,20,RL,8450,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,BrkFace,266,1436,0,0,1436,1,0,2,0,3,1,Attchd,2004,Unf,2,484,Normal,SoldFast
218,70,RM,9906,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,None,0,810,518,0,1328,0,0,1,0,3,1,Detchd,1940,Unf,1,210,Family,SoldSlow
219,50,RL,15660,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,BrkFace,312,1137,817,0,1954,0,1,1,1,3,1,Attchd,1939,Unf,2,431,Normal,SoldFast
220,120,RL,3010,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,BrkFace,16,1248,0,0,1248,0,0,2,0,2,1,Attchd,2005,Fin,2,438,Partial,SoldFast
221,20,RL,8990,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,None,0,1498,0,0,1498,0,0,2,0,2,1,Attchd,2006,RFn,2,675,Partial,SoldFast
222,60,RL,8068,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,None,0,1010,1257,0,2267,0,0,2,1,4,1,BuiltIn,2002,RFn,2,390,Normal,SoldSlow
223,60,RL,11475,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,None,0,811,741,0,1552,1,0,2,1,3,1,Attchd,1975,RFn,2,434,Normal,SoldFast
224,20,RL,10500,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,None,0,864,0,0,864,0,0,1,0,2,1,Detchd,1989,Unf,2,576,Abnorml,SoldSlow
225,20,RL,13472,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,BrkFace,922,2392,0,0,2392,0,0,2,0,3,1,Attchd,2003,Fin,3,968,Normal,SoldFast
226,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,BrkFace,142,630,672,0,1302,0,0,2,1,3,1,Detchd,1991,Unf,1,280,Abnorml,SoldSlow
227,60,RL,9950,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,BrkFace,290,1214,1306,0,2520,0,0,2,1,4,1,Attchd,1995,RFn,3,721,Abnorml,SoldSlow
228,160,RM,1869,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,BrkFace,127,483,504,0,987,0,0,1,1,2,1,Detchd,1987,Unf,1,280,Normal,SoldSlow
229,20,RL,8521,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,None,0,912,0,0,912,0,0,1,0,3,1,Detchd,1974,Unf,1,336,Normal,SoldSlow
230,120,RL,3182,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,BrkFace,16,1555,0,0,1555,0,0,2,0,2,1,Attchd,2005,Fin,2,430,Normal,SoldFast
231,20,RL,8760,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,220,1194,0,0,1194,1,0,1,0,3,1,Attchd,1959,RFn,1,312,Normal,SoldFast
232,60,RL,15138,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,BrkFace,506,1490,1304,0,2794,1,0,2,1,4,1,Attchd,1995,Fin,3,810,Normal,SoldSlow
233,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,BrkFace,297,483,504,0,987,0,0,1,1,2,1,Attchd,1972,Unf,1,288,Normal,SoldSlow
234,20,RL,10650,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,None,0,894,0,0,894,1,0,1,0,3,1,Attchd,1976,Unf,1,308,Normal,SoldSlow
235,60,RL,7851,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,NA,NA,860,1100,0,1960,1,0,2,1,4,1,BuiltIn,2002,Fin,2,440,Normal,SoldSlow
236,160,RM,1680,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,BrkFace,604,483,504,0,987,0,0,1,1,2,1,Detchd,1971,Unf,1,264,Normal,SoldFast
237,20,RL,8773,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,BrkFace,98,1414,0,0,1414,0,0,2,0,3,1,Attchd,2004,RFn,2,494,Normal,SoldFast
238,60,RL,9453,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,None,0,1014,730,0,1744,0,0,2,1,3,1,Attchd,1993,RFn,2,457,Normal,SoldFast
239,20,RL,12030,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,BrkFace,254,1694,0,0,1694,0,0,2,0,3,1,Attchd,2007,Fin,3,818,Partial,SoldFast
240,50,RL,8741,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,None,0,798,689,0,1487,0,0,1,1,3,1,Detchd,1949,Unf,1,220,Normal,SoldFast
241,20,FV,9000,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,Stone,36,1566,0,0,1566,1,0,2,0,3,1,Attchd,2008,RFn,2,750,Normal,SoldFast
242,30,RM,3880,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,None,0,866,0,0,866,0,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
243,50,RM,5000,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,None,0,889,551,0,1440,0,0,1,0,3,1,Attchd,1940,Unf,1,352,Normal,SoldSlow
244,160,RL,10762,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,None,0,626,591,0,1217,0,0,1,1,3,1,Attchd,1980,RFn,1,288,Normal,SoldFast
245,60,RL,8880,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,None,0,1222,888,0,2110,1,0,2,1,3,1,Attchd,1994,RFn,2,463,Normal,SoldFast
246,20,RL,10400,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,BrkFace,102,1872,0,0,1872,0,1,2,0,3,1,Attchd,1988,Fin,2,604,Normal,SoldFast
247,190,RM,9142,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,None,0,908,1020,0,1928,0,0,2,0,4,2,Detchd,1910,Unf,1,440,Normal,SoldSlow
248,20,RL,11310,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,None,0,1375,0,0,1375,0,0,1,0,2,1,Attchd,1954,Unf,2,451,Normal,SoldFast
249,60,RL,11317,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,BrkFace,101,840,828,0,1668,0,0,2,1,3,1,Attchd,2003,RFn,2,500,Normal,SoldFast
250,50,RL,159000,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,BrkCmn,472,1444,700,0,2144,0,1,2,0,4,1,Attchd,1958,Fin,2,389,Normal,SoldSlow
251,30,RL,5350,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,None,0,1306,0,0,1306,0,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
252,120,RM,4750,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,Stone,481,1625,0,0,1625,1,1,2,0,2,1,Attchd,2006,Fin,2,538,Family,SoldFast
253,60,RL,8366,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,None,0,798,842,0,1640,0,0,2,1,3,1,Attchd,2004,RFn,2,520,Normal,SoldFast
254,80,RL,9350,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,BrkFace,108,1302,0,0,1302,0,1,2,0,3,1,Attchd,1964,RFn,1,309,Normal,SoldFast
255,20,RL,8400,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,None,0,1314,0,0,1314,1,0,1,0,3,1,Attchd,1957,RFn,1,294,Normal,SoldSlow
256,60,RL,8738,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,BrkFace,302,1005,1286,0,2291,0,0,2,1,4,1,BuiltIn,1999,Fin,2,429,Normal,SoldSlow
257,60,FV,8791,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,None,0,864,864,0,1728,0,0,2,1,3,1,Attchd,2003,RFn,2,673,Normal,SoldFast
258,20,RL,8814,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,Stone,180,1604,0,0,1604,1,0,2,1,3,1,Attchd,2006,RFn,2,660,Abnorml,SoldFast
259,60,RL,12435,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,BrkFace,172,963,829,0,1792,0,0,2,1,3,1,Attchd,2001,RFn,2,564,Normal,SoldFast
260,20,RM,12702,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,None,0,882,0,0,882,0,0,1,0,2,1,Detchd,1956,Unf,1,308,Normal,SoldSlow
261,80,RL,19296,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,BrkFace,399,1382,0,0,1382,1,0,1,0,3,1,Attchd,1991,Unf,2,884,Normal,SoldFast
262,60,RL,9588,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,Stone,270,1482,1092,0,2574,0,0,2,1,3,1,BuiltIn,2007,Fin,3,868,Partial,SoldSlow
263,80,RL,8471,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,BrkFace,46,1212,0,0,1212,1,0,1,0,3,1,Attchd,1978,Unf,2,492,Normal,SoldFast
264,50,RM,5500,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,None,0,926,0,390,1316,1,0,1,0,3,1,Detchd,1974,Unf,2,484,Normal,SoldSlow
265,30,RM,5232,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,None,0,764,0,0,764,0,0,1,0,2,1,Detchd,1965,Unf,2,504,Normal,SoldSlow
266,20,RL,12090,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,BrkFace,210,1422,0,0,1422,0,0,2,0,3,1,Attchd,1981,Fin,2,576,Normal,SoldFast
267,60,RL,11207,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,None,0,802,709,0,1511,1,0,2,1,3,1,Attchd,1997,Fin,2,413,Normal,SoldFast
268,75,RL,8400,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,None,0,1052,720,420,2192,0,0,2,1,4,1,Detchd,1939,Unf,1,240,Normal,SoldSlow
269,30,RM,6900,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,None,0,778,0,0,778,0,0,1,0,2,1,Detchd,1966,Fin,1,924,Normal,SoldSlow
